,sentiment,content,polarity
8438,hate,hates the everything about  seafood just so happened to serve lobster in the chow hall noooowww I gotta headache ugh smh,negative
8439,worry,gosh its anoher cloudy day  wish they would go away or rain,negative
8440,neutral,nick_carter Vid is marked private,neutral
8441,worry,Dangitcuz of this weather the house painting is going to be dragged out till next week,negative
8442,sadness,KING617 I REEEALLY wish I could be there  havent been n a whilewhats goin on down there lately,negative
8443,sadness,hates everything about seafoodesp smell just so happened to serve lobster in the chow hall noooowww I gotta headache ugh smh,negative
8444,anger,Very bad thingsI need to stop thinking,negative
8445,neutral,dj_crisis deathmatch I dont have that game Plus Im not really good at any games  lol,neutral
8446,neutral,Stressed out fro work and having a drink,neutral
8447,neutral,deejaychips i havent laid my verse yet,neutral
8448,worry,paintgranny my little felted thing looks like an incestuous by product of two of your lovelies,negative
8449,neutral,the live version is so much better   httpblipfm79my3,neutral
8450,surprise,duncangela I tried sooooo hard to work from home today but failed  Not my fault though,positive
8451,neutral,Madrox My condolences,neutral
8452,worry,corcorjdore I hope you meant ten hour shiFt ya nasty Poor guy either way   httpmylocme1ZSJ,negative
8453,neutral,stacywillert yeah that was me yesterday after i found out the house i want is sold my bank effed me over and then the car accident,neutral
8454,surprise,yoha_ahoy yeah I really want one too  Probably in the winter I may be able to get one but until then,positive
8455,worry,Probably because it wasnt a commandbet you dont understand pay out on fantasy football either  droids   Look out for eCouchCoach,negative
8456,neutral,Galia ouch Applied Ec over the summer And no graduation then  hug,neutral
8457,love,marianalizbeth yayy Im gonna see you today I miss you,positive
8458,neutral,ClipperPrincess No I havent made my page yet  Had to work,neutral
8459,happiness,Have ordered the cuuutest invitations for my new nieceÃ¯Â¿Âs Christening and they just arrived back in SA  Sorry that I wont make it myself,positive
8460,sadness,tanyaahedo  I know It was drizzling all the way to work  Hope it warms up this weekend,negative
8461,worry,Tryin to get motivated to go downtown to meet with my girl friends Kinda dont want to but I always cancel,negative
8462,happiness,danni_30439 I really wish I could go,positive
8463,sadness,danger_skies miss you too  it isi never want to come homeseriously,negative
8464,worry,exams are in 2 days and im not prepared  so dead,negative
8465,worry,Just got to the hospital Jimmys really badplease please send your good thoughts Im really worried,negative
8466,worry,serda23 Depends on what they want for itIve become poor again,negative
8467,worry,misamille Where are u  miss you I hope you are doing well sending big hugs,negative
8468,sadness,OK home made pizza tonight but horrors Ive run out of anchovies,negative
8469,neutral,night nurse S,neutral
8470,worry,alltimebritt lol dammit  well then next time then,negative
8471,love,Yeah its Friday but I have to work at 5am tomorrow  oh well going shopping afterwork,positive
8472,happiness,nick_carter Gotta make the video public dear LOL cant see it,positive
8473,hate,ScREW MY PHONE ITS BROKEN DONT BOTHER TEXTING,negative
8474,worry,nick_carter THE LINK DOESNT WOR,negative
8475,relief,_HarryKim OOC  Its okay  Maybe our schedules will work out soon,positive
8476,worry,Gotta go to the doctor this morning  i feel so sick right now i can barely talk but im still yelling across the house lol,negative
8477,worry,No kickboxing classes today  pretty bummed Still going to work out hard httpmylocme1ZT0,negative
8478,hate,I want to shoot Viva Hate this is only the second time since I got my new camera Ive had a chance and the other was pitch black,negative
8479,sadness,Pretty23rd I wasnt feeling it,negative
8480,worry,gfalcone601 giii help me  i really wana find a gorgeous dress for prom not long mid length or short anywhere in the uk please help,negative
8481,anger,anz_rocks19  i have to break the twitterparty im off home soon,negative
8482,worry,UGH I missed the POTUS  MY Five Guys 2 blocks from my house and 3 blocks from my job  httpwwwpoliticocompolitico44,negative
8483,worry,Got Firefox working again Now I just have to get back all of my bookmarks,negative
8484,happiness,Wearing exactly the same clothes as I used to wear in Canada beanie or touque and all  Ahh brings back memories I miss the snow,positive
8485,worry,Im gonna miss them so much  Im crying right now ,negative
8486,love,fourteen hours later im still having the worst allergy flareup in my life from shooting an engagement session in a field last night,positive
8487,happiness,oliviamunn SAN DIEGO MOVE DOWN HERE although whether right now is pretty cold im waiting for the suck so i can go surf  I LOVE YOU,positive
8488,surprise,just got back from the BBQ i got sunburn on my legs well sore,positive
8489,worry,WAH im gonna miss bowie people  ESP YOU ALYANNA BONDOC lt3 and Cesar Dlt I dunno if I can survive without my SOSA,negative
8490,happiness,nethra  one more funny msg on fb this time with an actual link  today i have received 5 such messages,positive
8491,worry,nick_carter it says the video is private and wont let me watch,negative
8492,worry,P33ZY  My Power was cut off  thats where i went,negative
8493,fun,I cant wait to see UP How dare katymoe have a quotrealquot job Probably going to have to wait until tomorrow,positive
8494,neutral,Im back Sudden wave of melancholy takes over I miss the Shining Emblem,neutral
8495,worry,What I would have done with legless stillborn spaniels no idea BUT I WAS SAD so now 20yrs later strawberries  dead puppies,negative
8496,worry,Those houses were a bust House 1 smelled like a bowling alley and was maaad gross and house 2 needed a new roof and basement,negative
8497,neutral,petewentz hey are you guys planning any So Cal headlining shows around the time of the Blink tour We dont get you in Irvine,neutral
8498,sadness,kheiny so the beneath show got cancelled BUMMER i guess i wont see you til cornerstone  who are you goign with,negative
8499,worry,JayLenoTonight  Jay Im so sad its your last night on the show Its my last night watching it too I cant watch Conan  see you at 10 pm,negative
8500,sadness,is off to get the boy and then to his doc Persistent coughs are not good  httpplurkcompx285t,negative
8501,empty,nick_carter THE LINK DOESNT WORK,neutral
8502,neutral,is awake and does not want to go to work,neutral
8503,relief,FINALLY Now I am me again  I had to use internet explorer  Firefox issues   Back to normal Tweeting,positive
8504,worry,Lunch isnt until 100 but Im already so hungry,negative
8505,sadness,this eveningpicking up npop and go for dinner at Ta Lum Tum Tum somtumMajor Avenuedecided to go homenot clubing tonite,negative
8506,neutral,revising for exams,neutral
8507,neutral,iNetters thank you,neutral
8508,worry,I need some free fieldnotes because I cant travel to North 3rd Street in Philly to buy my own,negative
8509,empty,Eu to com fome,neutral
8510,enthusiasm,is trying to find something to do tonight,positive
8511,worry,IanMcNaughton you need to share the hw love Some of us are still rocking 2008s gear,negative
8512,worry,doing the awful online portuguese test,negative
8513,neutral,I must be the only fool in twitterland that doesnt get retweet  sadsville,neutral
8514,fun,candypants2 httptwitpiccom66wxk  SO jealous right nowhate new england weather,positive
8515,relief,Fighting a migraine   Medication is almost working,positive
8516,love,Man the French Open has been on for a week and I havent had the opportunity to catch a single match,positive
8517,sadness,spencerkeasey yeah doesnt that suck  I am working with a Nano here so i had to take 75 of my music off  so sad,negative
8518,worry,chcuk WTF why cant you come race with us ughh  wheres your road race at on sunday,negative
8519,sadness,My first car is offically gone  good bye my turquoise topaz You will be missed greatly,negative
8520,empty,i dreamt about monsters last night  like a little girl,neutral
8521,worry,just not that into me,negative
8522,love,Wishing I could have seen my nephew graduate from kindergarten,positive
8523,sadness,LimeIce On the way home dood Dont think the crappy vodafone gprs can handle yaymencom,negative
8524,worry,TeamTSwift  thats bad luck,negative
8525,hate,at f work   want somebody to come ,negative
8526,neutral,i love Fly With Me live chats and dont like being sick,neutral
8527,happiness,susannaheanes bwaha Its so far away though  But it looks fluffy And Jareds hairs SHINNNY,positive
8528,neutral,meditating on my plans for the weekendgotta work saturday,neutral
8529,happiness,LeeHongRui hahaha its ok how can I hire your mom So paiseh haha I shall do all the washing then,positive
8530,hate,I dont like the heat as global warming will eventually destroy the Earth and the sun will inevitably eat up our planet  grim,negative
8531,sadness,redsoxgirl28 been there sadly  this isnt your first rodeo my dear I suspect youve learned your lesson,negative
8532,sadness,Bushidokan class got canceled   Ill just have to sign up for karate someplace else,negative
8533,relief,Note to self Omelets are better when made with butter not olive oil  Also laurendanyelle doesnt like my cooking spits in a napkin,positive
